"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE915399003443";"RAC8";"In Betrieb";"Wind";"600";"600";"2/13/1998";"11/17/2020";"Sachsen";"04519";"Rackwitz";"";"";"Kreuma";"1: 86";"14730250";"51,462984";"12,387646";"";"";"Rackwitz";"63";"44";"Vestas Deutschland GmbH";"V44";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG931875146183";"E41081010000000000000000000005854";"2/13/1998";"600";"";"";"";"";""
"SEE991653553312";"RAC9";"In Betrieb";"Wind";"600";"600";"2/13/1998";"11/17/2020";"Sachsen";"04519";"Rackwitz";"";"";"Kreuma";"1: 83";"14730250";"51,461692";"12,390599";"";"";"Rackwitz";"63";"44";"Vestas Deutschland GmbH";"V44";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG989533050372";"E41081010000000000000000000005855";"2/13/1998";"600";"";"";"";"";""
"SEE977396020502";"RAC10";"In Betrieb";"Wind";"600";"600";"2/13/1998";"11/17/2020";"Sachsen";"04519";"Rackwitz";"";"";"Kreuma";"1: 80";"14730250";"51,46043";"12,39353";"";"";"Rackwitz";"63";"44";"Vestas Deutschland GmbH";"V44";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG901963895897";"E41081010000000000000000000005856";"2/13/1998";"600";"";"";"";"";""
"SEE913613659865";"RAC11";"In Betrieb";"Wind";"600";"600";"2/13/1998";"11/17/2020";"Sachsen";"04519";"Rackwitz";"";"";"Zschortau";"6: 41/58";"14730250";"51,4585";"12,375348";"";"";"Rackwitz";"63";"44";"Vestas Deutschland GmbH";"V44";"";"";"Horizontalläufer";"Windkraft an Land";"1/7/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG969261362022";"E41081010000000000000000000005864";"2/13/1998";"600";"";"";"";"";""
"SEE956896604276";"RAC12";"In Betrieb";"Wind";"600";"600";"2/13/1998";"11/17/2020";"Sachsen";"04519";"Rackwitz";"";"";"Rackwitz";"3: 6/1";"14730250";"51,454069";"12,379475";"";"";"Rackwitz";"63";"44";"Vestas Deutschland GmbH";"V44";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG945469730276";"E41081010000000000000000000005857";"2/13/1998";"600";"";"";"";"";""
"SEE954241917194";"RAC13";"In Betrieb";"Wind";"600";"600";"2/13/1998";"11/17/2020";"Sachsen";"04519";"Rackwitz";"";"";"Zschortau";"6: 41/22";"14730250";"51,461506";"12,372209";"";"";"Rackwitz";"63";"44";"Vestas Deutschland GmbH";"V44";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG972546253700";"E41081010000000000000000000005858";"2/13/1998";"600";"";"";"";"";""
"SEE929473402244";"Markersdorf Anlage 4";"In Betrieb";"Wind";"600";"600";"7/10/1996";"11/17/2020";"Sachsen";"09322";"Penig";"";"";"Markersdorf Niedersteinbach";"144/2";"14522460";"50,934266";"12,660811";"";"";"Markersdorf";"60";"43";"Enron Wind GmbH";"Tacke TW 600";"";"";"Horizontalläufer";"Windkraft an Land";"5/6/2021";"";"";"WKAB Bone UG (haftungsbeschränkt) & Co. KG";"ABR908322716244";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL951847756363";"EEG936017569141";"E41081010000000000000000000005805";"7/10/1996";"600";"";"";"";"";""
"SEE980550846191";"Markersdorf Anlage 5";"In Betrieb";"Wind";"600";"600";"7/10/1996";"11/17/2020";"Sachsen";"09322";"Penig";"";"";"Markersdorf Niedersteinbach";"140/2";"14522460";"50,932549";"12,661458";"";"";"Markersdorf";"60";"43";"Enron Wind GmbH";"Tacke TW 600";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"WKAB Bone UG (haftungsbeschränkt) & Co. KG";"ABR908322716244";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL951847756363";"EEG936722610398";"E41081010000000000000000000005806";"7/10/1996";"600";"";"";"";"";""
"SEE995013422997";"Markersdorf Anlage 6";"In Betrieb";"Wind";"600";"600";"7/10/1996";"11/17/2020";"Sachsen";"09322";"Penig";"";"";"Markersdorf Niedersteinbach";"153/2";"14522460";"50,934411";"12,666238";"";"";"Markersdorf";"60";"43";"Enron Wind GmbH";"Tacke TW 600";"";"";"Horizontalläufer";"Windkraft an Land";"5/6/2021";"";"";"WKAB Bone UG (haftungsbeschränkt) & Co. KG";"ABR908322716244";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL951847756363";"EEG981134613314";"E41081010000000000000000000005807";"7/10/1996";"600";"";"";"";"";""
"SEE985832244795";"WEA1_Voigtsdorf";"In Betrieb";"Wind";"600";"600";"9/4/2001";"11/18/2020";"Sachsen";"09619";"Voigtsdorf";"";"";"Voigtsdorf";"Flur Voigtsdorf: Flurstück 917/1";"14522090";"50,735694";"13,381408";"";"";"Dörnthal/Voigtsdorf";"65";"44";"ENERCON GmbH";"Enercon E40/6";"";"";"Horizontalläufer";"Windkraft an Land";"7/31/2022";"";"";"Kreher's Windpark KG Voigtsdorfer Höhe";"ABR912766454624";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung";"SEL971803792822";"EEG958537173622";"E41081010000000000000000000006642";"9/4/2001";"600";"";"";"";"";""
"SEE984188277822";"Vestas_9245";"In Betrieb";"Wind";"500";"500";"10/11/1994";"11/18/2020";"Sachsen";"09619";"Voigtsdorf";"";"";"Voigtsdorf";"Voigtsdorf 917/1";"14522090";"50,742207";"13,37051";"";"";"Dörnthal/Voigtsdorf";"53";"39";"Vestas Deutschland GmbH";"V39/500H";"";"";"Horizontalläufer";"Windkraft an Land";"8/27/2021";"";"";"Kreher's Windpark KG Voigtsdorfer Höhe";"ABR912766454624";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL915226384455";"EEG935330530463";"E41081010000000000000000000006598";"10/11/1994";"500";"";"";"";"";""
"SEE977140011527";"RAC14";"In Betrieb";"Wind";"660";"660";"6/30/1999";"11/19/2020";"Sachsen";"04519";"Rackwitz";"";"";"Kreuma";"1: 100/1";"14730250";"51,464616";"12,382167";"";"";"Rackwitz";"65";"47";"Vestas Deutschland GmbH";"V47";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG944149180103";"E41081010000000000000000000005859";"6/30/1999";"660";"";"";"";"";""
"SEE978184705663";"RAC15";"In Betrieb";"Wind";"660";"660";"11/4/1999";"11/19/2020";"Sachsen";"04509";"Krostitz";"";"";"Kletzen";"3: 2/4";"14730150";"51,45788";"12,387837";"";"";"Rackwitz";"65";"47";"Vestas Deutschland GmbH";"V47";"";"";"Horizontalläufer";"Windkraft an Land";"7/14/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG902465697323";"E41081010000000000000000000005860";"11/5/1999";"660";"";"";"";"";""
"SEE969847655302";"RAC16";"In Betrieb";"Wind";"660";"660";"11/4/1999";"11/19/2020";"Sachsen";"04519";"Rackwitz";"";"";"Kreuma";"1: 100/1";"14730250";"51,461824";"12,381593";"";"";"Rackwitz";"65";"47";"Vestas Deutschland GmbH";"V47";"";"";"Horizontalläufer";"Windkraft an Land";"7/14/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG953356478217";"E41081010000000000000000000005861";"11/5/1999";"660";"";"";"";"";""
"SEE989659708775";"RAC17";"In Betrieb";"Wind";"660";"660";"12/14/1999";"11/19/2020";"Sachsen";"04509";"Krostitz";"";"";"Kletzen";"3: 13/1";"14730150";"51,454949";"12,386665";"";"";"Rackwitz";"65";"47";"Vestas Deutschland GmbH";"V47";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG939518759400";"E41081010000000000000000000005863";"12/14/1999";"660";"";"";"";"";""
"SEE914823372162";"RAC18";"In Betrieb";"Wind";"660";"660";"12/14/1999";"11/19/2020";"Sachsen";"04509";"Krostitz";"";"";"Kletzen";"2: 44";"14730150";"51,456776";"12,381105";"";"";"Rackwitz";"65";"47";"Vestas Deutschland GmbH";"V47";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Atlas Energieanlagen GmbH & Co. Erste KG";"ABR945002012166";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL907304168668";"EEG926244612710";"E41081010000000000000000000005862";"12/14/1999";"660";"";"";"";"";""
"SEE960328038201";"Elsdorf 2";"In Betrieb";"Wind";"600";"600";"5/3/1995";"11/19/2020";"Sachsen";"09328";"Lunzenau";"Rochlitzer Straße";"998Z";"";"";"14522350";"50,974119";"12,728861";"";"";"WP Elsdorf";"50";"43";"Enron Wind GmbH";"TW 600";"";"";"Horizontalläufer";"Windkraft an Land";"3/11/2022";"";"";"Windfeld Elsdorf GmbH & Co. KG";"ABR913729732261";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL984671246014";"EEG994254946873";"E41081010000000000000000000006677";"5/3/1995";"600";"";"";"";"";""
"SEE976921507907";"Elsdorf 3";"In Betrieb";"Wind";"600";"600";"5/4/1995";"11/19/2020";"Sachsen";"09328";"Lunzenau";"Rochlitzer Straße";"998Z";"";"";"14522350";"50,975486";"12,727";"";"";"WP Elsdorf";"50";"43";"Enron Wind GmbH";"TW 600";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Windfeld Elsdorf GmbH & Co. KG";"ABR913729732261";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL984671246014";"EEG923218518887";"E41081010000000000000000000006675";"5/4/1995";"600";"";"";"";"";""
"SEE979658528306";"Elsdorf 4";"In Betrieb";"Wind";"600";"600";"5/4/1995";"11/19/2020";"Sachsen";"09328";"Lunzenau";"Rochlitzer Straße";"998Z";"";"";"14522350";"50,978281";"12,730825";"";"";"WP Elsdorf";"50";"43";"Enron Wind GmbH";"TW 600";"";"";"Horizontalläufer";"Windkraft an Land";"12/23/2021";"";"";"Windfeld Elsdorf GmbH & Co. KG";"ABR913729732261";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL984671246014";"EEG919886346150";"E41081010000000000000000000006676";"5/4/1995";"600";"";"";"";"";""
"SEE936671035815";"Elsdorf 5";"In Betrieb";"Wind";"600";"600";"5/4/1995";"11/19/2020";"Sachsen";"09328";"Lunzenau";"Rochlitzer Straße";"998Z";"";"";"14522350";"50,980478";"12,7301";"";"";"WP Elsdorf";"50";"43";"Enron Wind GmbH";"TW 600";"";"";"Horizontalläufer";"Windkraft an Land";"12/23/2021";"";"";"Windfeld Elsdorf GmbH & Co. KG";"ABR913729732261";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL984671246014";"EEG945432118940";"E41081010000000000000000000006679";"5/4/1995";"600";"";"";"";"";""
"SEE964436385813";"Elsdorf 6";"In Betrieb";"Wind";"600";"600";"5/4/1995";"11/19/2020";"Sachsen";"09328";"Lunzenau";"Rochlitzer Straße";"998Z";"";"";"14522350";"50,982139";"12,726169";"";"";"WP Elsdorf";"50";"43";"Enron Wind GmbH";"TW 600";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"Windfeld Elsdorf GmbH & Co. KG";"ABR913729732261";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL984671246014";"EEG926038796305";"E41081010000000000000000000006678";"5/4/1995";"600";"";"";"";"";""
"SEE909701168883";"WEA Reichenbach IX";"In Betrieb";"Wind";"2000";"2000";"12/31/2009";"1/13/2021";"Sachsen";"02894";"Reichenbach";"";"";"Reichenbach";"ohne Flur, Flurstück Nr. 6021";"14626450";"51,1441";"14,7692";"";"";"Reichenbach II";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"3/21/2021";"";"";"Windkraft Reichenbach II GmbH & Co. KG";"ABR947845999352";"Volleinspeisung";"SGE930669202159";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Hochspannung";"SEL990087946240";"EEG928619378597";"E41874010000000000114049762700001";"12/31/2009";"2000";"";"";"";"";""
"SEE948061565604";"WKE E 70";"In Betrieb";"Wind";"2000";"2000";"1/6/2009";"11/23/2020";"Sachsen";"01744";"Dippoldiswalde";"";"";"Sadisdorf";"360/1";"14628010";"50,82869";"13,63279";"";"";"Windpark Sadisdorf";"64";"71";"ENERCON GmbH";"E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"8/14/2023";"";"";"WKE Windkraftelektroenergie GmbH Sadisdorf";"ABR946544573153";"Volleinspeisung";"SGE949157335804";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL956146584358";"EEG965205225798";"E41874010000000000114049376800001";"1/6/2009";"2000";"";"";"";"";""
"SEE963340127687";"781249";"In Betrieb";"Wind";"2000";"2000";"12/21/2010";"11/23/2020";"Sachsen";"02829";"Schöpstal";"";"";"Kunnersdorf";"Flur 4: Flurstück 107 / 1";"14626110";"51,207475";"14,949153";"";"";"Windpark Neiße GmbH & Co. KG";"98";"71";"ENERCON GmbH";"E 70 (wistec)";"";"";"Horizontalläufer";"Windkraft an Land";"4/15/2021";"";"";"Windpark Neiße GmbH & Co. KG";"ABR984935419420";"Volleinspeisung";"SGE932701658948";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL974046595564";"EEG969524416851";"E41874010000000000314100586800001";"12/21/2010";"2000";"";"";"";"";""
"SEE935404666524";"781252";"In Betrieb";"Wind";"2000";"2000";"12/30/2010";"11/23/2020";"Sachsen";"02829";"Schöpstal";"";"";"Kunnersdorf";"Flur 7: Flurstück 7 / 1";"14626110";"51,203092";"14,955867";"";"";"Windpark Neiße GmbH & Co. KG";"98";"71";"ENERCON GmbH";"E 70 (wistec)";"";"";"Horizontalläufer";"Windkraft an Land";"7/1/2021";"";"";"Windpark Neiße GmbH & Co. KG";"ABR984935419420";"Volleinspeisung";"SGE932701658948";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL974046595564";"EEG908278613543";"E41874010000000000314100755700001";"12/30/2010";"2000";"";"";"";"";""
"SEE986281134880";"781253";"In Betrieb";"Wind";"2000";"2000";"12/30/2010";"11/23/2020";"Sachsen";"02829";"Schöpstal";"";"";"Kunnersdorf";"Flur 7: Flurstück 14 / 12";"14626110";"51,202414";"14,959069";"";"";"Windpark Neiße GmbH & Co. KG";"98";"71";"ENERCON GmbH";"E 70 (wistec)";"";"";"Horizontalläufer";"Windkraft an Land";"7/1/2021";"";"";"Windpark Neiße GmbH & Co. KG";"ABR984935419420";"Volleinspeisung";"SGE932701658948";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL974046595564";"EEG993731811598";"E41874010000000000314100755600001";"12/30/2010";"2000";"";"";"";"";""
"SEE923833438829";"2736";"In Betrieb";"Wind";"600";"600";"11/28/1997";"11/24/2020";"Sachsen";"01768";"Glashütte";"";"";"Hausdorf";"Flurstück 242";"14628130";"50,902961";"13,794008";"";"";"Windpark Lerchenhügel GmbH & Co. KG";"63";"44";"Vestas Deutschland GmbH";"V 44";"";"";"Horizontalläufer";"Windkraft an Land";"5/26/2021";"";"";"Windpark Lerchenhügel GmbH & Co. KG";"ABR934473898485";"Volleinspeisung";"SGE992074424984";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL936811860109";"EEG910762402137";"E41874010000000000114000259900001";"11/28/1997";"600";"";"";"";"";""
"SEE988276522672";"2742";"In Betrieb";"Wind";"600";"600";"11/28/1997";"11/24/2020";"Sachsen";"01768";"Glashütte";"";"";"Hausdorf";"Flurstück 250";"14628130";"50,902275";"13,795522";"";"";"Windpark Lerchenhügel GmbH & Co. KG";"63";"44";"Vestas Deutschland GmbH";"V 44";"";"";"Horizontalläufer";"Windkraft an Land";"3/21/2022";"";"";"Windpark Lerchenhügel GmbH & Co. KG";"ABR934473898485";"Volleinspeisung";"SGE992074424984";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL936811860109";"EEG911581468946";"E41874010000000000314100050200001";"11/28/1997";"600";"";"";"";"";""
"SEE907167007265";"920574";"In Betrieb";"Wind";"2350";"2350";"11/13/2015";"11/24/2020";"Sachsen";"01623";"Lommatzsch";"";"";"Altlommatzsch";"Flurstück 33";"14627130";"51,208361";"13,284289";"";"";"Windpark Tummelberg GmbH & Co. KG";"108,4";"92";"ENERCON GmbH";"E 92";"";"";"Horizontalläufer";"Windkraft an Land";"7/30/2021";"";"";"Windpark Tummelberg GmbH & Co. KG";"ABR947882133405";"Volleinspeisung";"SGE905793044883";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL914094184754";"EEG995662551642";"E41874010000000000314103057600001";"11/13/2015";"2350";"";"";"";"";""
"SEE980052948447";"920932";"In Betrieb";"Wind";"2350";"2350";"6/27/2016";"11/25/2020";"Sachsen";"01623";"Lommatzsch";"";"";"Scheerau";"Flurstück 52";"14627130";"51,214164";"13,285394";"";"";"Windpark Tummelberg GmbH & Co. KG";"98,4";"92";"ENERCON GmbH";"E 92";"";"";"Horizontalläufer";"Windkraft an Land";"7/30/2021";"";"";"Windpark Tummelberg GmbH & Co. KG";"ABR947882133405";"Volleinspeisung";"SGE921579780967";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL914094184754";"EEG927491850177";"E41874010000000000350000008700001";"6/27/2016";"2350";"";"";"";"";""
"SEE965048914132";"78805";"In Betrieb";"Wind";"2000";"2000";"3/18/2008";"11/25/2020";"Sachsen";"01623";"Lommatzsch";"";"";"Scheerau";"Flurstück 41";"14627130";"51,210353";"13,287308";"";"";"Windpark Andreas Dorner";"98,2";"71";"ENERCON GmbH";"E 70 (wistec)";"";"";"Horizontalläufer";"Windkraft an Land";"11/4/2022";"";"";"Windpark Andreas Dorner";"ABR903223242007";"Volleinspeisung";"SGE905757494501";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL908215252194";"EEG919448401914";"E41874010000000000114048957200001";"3/18/2008";"2000";"";"";"";"";""
"SEE956318869818";"782536";"In Betrieb";"Wind";"2000";"2000";"8/10/2009";"11/25/2020";"Sachsen";"01623";"Lommatzsch";"";"";"Scheerau";"Flurstück 41";"14627130";"51,211744";"13,287481";"";"";"Windpark Andreas Dorner";"98,2";"71";"ENERCON GmbH";"E 70 (wistec)";"";"";"Horizontalläufer";"Windkraft an Land";"3/21/2022";"";"";"Windpark Andreas Dorner";"ABR903223242007";"Volleinspeisung";"SGE925252987773";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL908215252194";"EEG935730489149";"E41874010000000000114049729700001";"8/10/2009";"2000";"";"";"";"";""
"SEE936649269631";"V64830";"In Betrieb";"Wind";"1500";"1500";"9/25/1999";"11/25/2020";"Sachsen";"04769";"Mügeln";"";"";"Ablass";"127/1";"14730200";"51,22413";"12,91256";"";"";"Windpark Ablaß";"68";"64";"NEG Micon Deutschland GmbH";"NM1500/64";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Erneuerbare Energie Kraushaar GmbH";"ABR910401417959";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG978891588313";"E41081010000000000000000000005901";"9/25/1999";"1500";"";"";"";"";""
"SEE986136532656";"WP Rennersdorf WEA 3/4";"In Betrieb";"Wind";"850";"850";"2/15/2002";"11/27/2020";"Sachsen";"01833";"Stolpen";"";"";"Rennersdorf";"330";"14628380";"51,07809";"14,05265";"";"";"Windpark Rennersdorf";"74";"52";"Vestas Deutschland GmbH";"V52";"";"";"Horizontalläufer";"Windkraft an Land";"2/4/2022";"";"";"Windpark Rennersdorf GbR";"ABR915460788712";"Volleinspeisung";"SGE959378412895";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL968857867774";"EEG918383685236";"E41874010000000000314100054200001";"2/15/2002";"850";"";"";"";"";""
"SEE966306279642";"WP Rennersdorf WEA 4/4";"In Betrieb";"Wind";"850";"850";"2/20/2002";"11/27/2020";"Sachsen";"01833";"Stolpen";"";"";"Rennersdorf";"365";"14628380";"51,07809";"14,04836";"";"";"Windpark Rennersdorf";"74";"52";"Vestas Deutschland GmbH";"V52";"";"";"Horizontalläufer";"Windkraft an Land";"2/4/2022";"";"";"Windpark Rennersdorf GbR";"ABR915460788712";"Volleinspeisung";"SGE991350907616";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL968857867774";"EEG943710512381";"E41874010000000000314100054300001";"2/20/2002";"850";"";"";"";"";""
"SEE948859983894";"WEA 15400026";"In Betrieb";"Wind";"1500";"1500";"1/8/1999";"11/26/2020";"Sachsen";"04703";"Leisnig";"";"";"Nicollschwitz";"24";"14522310";"51,19604";"12,986074";"";"";"Windpark Bockelwitz";"67";"65";"GE Wind Energy GmbH";"1,5s";"";"";"Horizontalläufer";"Windkraft an Land";"8/16/2023";"";"";"BKW Bockelwitz Wind GmbH";"ABR933807748038";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL912183867588";"EEG993678381178";"E41081010000000000000000000005894";"1/8/1999";"1500";"";"";"";"";""
